B,L,D,C1 Load,R1 Resistance,C2 Load,R2 Resistance,Volume,Price
0.79,0.99,4,604.07847,713.3530451,470.1322,527.4144608,0.39105,44970.75
0.86,0.91,3.8,599.90778,693.5926835,467.0428,512.4169453,0.3913,44999.5
0.86,0.91,3.85,600.96429,702.7764789,467.8254,519.2003992,0.3913,44999.5
0.86,0.91,3.9,602.0208,711.9602744,468.608,525.9838531,0.3913,44999.5
0.86,0.91,3.95,603.07731,721.1440698,469.3906,532.767307,0.3913,44999.5
0.86,0.91,4,604.13382,730.3278653,470.1732,539.5507609,0.3913,44999.5
0.87,0.9,3.8,599.9499,696.2535312,467.074,514.3262366,0.3915,45022.5
0.87,0.9,3.85,601.00695,705.4725766,467.857,521.1349833,0.3915,45022.5
0.87,0.9,3.9,602.064,714.6916221,468.64,527.9437301,0.3915,45022.5
0.87,0.9,3.95,603.12105,723.9106675,469.423,534.7524768,0.3915,45022.5
0.87,0.9,4,604.1781,733.129713,470.206,541.5612235,0.3915,45022.5
0.88,0.89,3.8,599.97096,698.7901448,467.0896,516.1424463,0.3916,45034
0.88,0.89,3.85,601.02828,708.0427957,467.8728,522.9752541,0.3916,45034
0.88,0.89,3.9,602.0856,717.2954466,468.656,529.8080618,0.3916,45034
0.88,0.89,3.95,603.14292,726.5480974,469.4392,536.6408696,0.3916,45034
0.88,0.89,4,604.20024,735.8007483,470.2224,543.4736774,0.3916,45034
0.8,0.98,3.8,600.0552,681.0783861,467.152,503.5085615,0.392,45080
0.8,0.98,3.85,601.1136,690.0963738,467.936,510.1739813,0.392,45080
0.8,0.98,3.9,602.172,699.1143615,468.72,516.8394011,0.392,45080
0.8,0.98,3.95,603.2304,708.1323492,469.504,523.5048209,0.392,45080
0.8,0.98,4,604.2888,717.1503369,470.288,530.1702407,0.392,45080
0.81,0.97,3.8,600.23421,684.5603847,467.2846,506.0326177,0.39285,45177.75
0.81,0.97,3.85,601.294905,693.6244926,468.0703,512.7314662,0.39285,45177.75
0.81,0.97,3.9,602.3556,702.6886006,468.856,519.4303147,0.39285,45177.75
0.81,0.97,3.95,603.416295,711.7527085,469.6417,526.1291632,0.39285,45177.75
0.81,0.97,4,604.47699,720.8168164,470.4274,532.8280117,0.39285,45177.75
0.82,0.96,3.8,600.39216,687.9181493,467.4016,508.4635923,0.3936,45264
0.82,0.96,3.85,601.45488,697.0267328,468.1888,515.1946377,0.3936,45264
0.82,0.96,3.9,602.5176,706.1353164,468.976,521.9256831,0.3936,45264
0.82,0.96,3.95,603.58032,715.2438999,469.7632,528.6567285,0.3936,45264
0.82,0.96,4,604.64304,724.3524835,470.5504,535.3877739,0.3936,45264
0.83,0.95,3.8,600.52905,691.1516797,467.503,510.8014855,0.39425,45338.75
0.83,0.95,3.85,601.593525,700.3030944,468.2915,517.563496,0.39425,45338.75
0.83,0.95,3.9,602.658,709.454509,469.08,524.3255064,0.39425,45338.75
0.83,0.95,3.95,603.722475,718.6059236,469.8685,531.0875169,0.39425,45338.75
0.83,0.95,4,604.78695,727.7573383,470.657,537.8495273,0.39425,45338.75
0.84,0.94,3.8,600.64488,694.2609761,467.5888,513.0462972,0.3948,45402
0.84,0.94,3.85,601.71084,703.4535772,468.3784,519.8380409,0.3948,45402
0.84,0.94,3.9,602.7768,712.6461784,469.168,526.6297846,0.3948,45402
0.84,0.94,3.95,603.84276,721.8387795,469.9576,533.4215282,0.3948,45402
0.84,0.94,4,604.90872,731.0313807,470.7472,540.2132719,0.3948,45402
0.79,1,3.8,600.687,683.4561121,467.62,505.3372229,0.395,45425
0.79,1,3.85,601.7535,692.5055602,468.41,512.0268287,0.395,45425
0.79,1,3.9,602.82,701.5550083,469.2,518.7164345,0.395,45425
0.79,1,3.95,603.8865,710.6044563,469.99,525.4060402,0.395,45425
0.79,1,4,604.953,719.6539044,470.78,532.095646,0.395,45425
0.85,0.93,3.8,600.73965,697.2460383,467.659,515.1980274,0.39525,45453.75
0.85,0.93,3.85,601.806825,706.4781814,468.4495,522.0182725,0.39525,45453.75
0.85,0.93,3.9,602.874,715.7103246,469.24,528.8385175,0.39525,45453.75
0.85,0.93,3.95,603.941175,724.9424677,470.0305,535.6587626,0.39525,45453.75
0.85,0.93,4,605.00835,734.1746108,470.821,542.4790077,0.39525,45453.75
0.86,0.92,3.8,600.81336,700.1068665,467.7136,517.2566761,0.3956,45494
0.86,0.92,3.85,601.88148,709.376907,468.5048,524.1041907,0.3956,45494
0.86,0.92,3.9,602.9496,718.6469475,469.296,530.9517054,0.3956,45494
0.86,0.92,3.95,604.01772,727.916988,470.0872,537.79922,0.3956,45494
0.86,0.92,4,605.08584,737.1870285,470.8784,544.6467347,0.3956,45494
0.87,0.91,3.8,600.86601,702.8434605,467.7526,519.2222432,0.39585,45522.75
0.87,0.91,3.85,601.934805,712.1497539,468.5443,526.0957956,0.39585,45522.75
0.87,0.91,3.9,603.0036,721.4560472,469.336,532.969348,0.39585,45522.75
0.87,0.91,3.95,604.072395,730.7623406,470.1277,539.8429004,0.39585,45522.75
0.87,0.91,4,605.14119,740.0686339,470.9194,546.7164528,0.39585,45522.75
0.88,0.9,3.8,600.8976,705.4558205,467.776,521.0947289,0.396,45540
0.8,0.99,3.8,600.8976,687.1380912,467.776,508.0106366,0.396,45540
0.88,0.9,3.85,601.9668,714.7967221,468.568,527.9930872,0.396,45540
0.8,0.99,3.85,601.9668,696.2363069,468.568,514.7356478,0.396,45540
0.88,0.9,3.9,603.036,724.1376237,469.36,534.8914455,0.396,45540
0.8,0.99,3.9,603.036,705.3345226,469.36,521.460659,0.396,45540
0.88,0.9,3.95,604.1052,733.4785254,470.152,541.7898038,0.396,45540
0.8,0.99,3.95,604.1052,714.4327382,470.152,528.1856702,0.396,45540
0.88,0.9,4,605.1744,742.819427,470.944,548.6881622,0.396,45540
0.8,0.99,4,605.1744,723.5309539,470.944,534.9106814,0.396,45540
0.89,0.89,3.8,600.90813,707.9439463,467.7838,522.8741331,0.39605,45545.75
0.89,0.89,3.85,601.977465,717.3178117,468.5759,529.7960655,0.39605,45545.75
0.89,0.89,3.9,603.0468,726.691677,469.368,536.7179979,0.39605,45545.75
0.89,0.89,3.95,604.116135,736.0655424,470.1601,543.6399303,0.39605,45545.75
0.89,0.89,4,605.18547,745.4394077,470.9522,550.5618627,0.39605,45545.75
0.81,0.98,3.8,601.08714,690.6958362,467.9164,510.5909687,0.3969,45643.5
0.81,0.98,3.85,602.15877,699.8411749,468.7102,517.3501535,0.3969,45643.5
0.81,0.98,3.9,603.2304,708.9865136,469.504,524.1093383,0.3969,45643.5
0.81,0.98,3.95,604.30203,718.1318524,470.2978,530.8685231,0.3969,45643.5
0.81,0.98,4,605.37366,727.2771911,471.0916,537.6277079,0.3969,45643.5
0.82,0.97,3.8,601.25562,694.129347,468.0412,513.0782193,0.3977,45735.5
0.82,0.97,3.85,602.32941,703.3201643,468.8366,519.8703459,0.3977,45735.5
0.82,0.97,3.9,603.4032,712.5109815,469.632,526.6624725,0.3977,45735.5
0.82,0.97,3.95,604.47699,721.7017987,470.4274,533.4545991,0.3977,45735.5
0.82,0.97,4,605.55078,730.8926159,471.2228,540.2467256,0.3977,45735.5
0.83,0.96,3.8,601.40304,697.4386238,468.1504,515.4723884,0.3984,45816
0.83,0.96,3.85,602.47872,706.673275,468.9472,522.296225,0.3984,45816
0.83,0.96,3.9,603.5544,715.9079261,469.744,529.1200615,0.3984,45816
0.83,0.96,3.95,604.63008,725.1425772,470.5408,535.943898,0.3984,45816
0.83,0.96,4,605.70576,734.3772284,471.3376,542.7677346,0.3984,45816
0.84,0.95,3.8,601.5294,700.6236665,468.244,517.7734761,0.399,45885
0.84,0.95,3.85,602.6067,709.900507,469.042,524.6277907,0.399,45885
0.84,0.95,3.9,603.684,719.1773475,469.84,531.4821054,0.399,45885
0.84,0.95,3.95,604.7613,728.454188,470.638,538.33642,0.399,45885
0.84,0.95,4,605.8386,737.7310285,471.436,545.1907347,0.399,45885
0.85,0.94,3.8,601.6347,703.6844751,468.322,519.9814822,0.3995,45942.5
0.85,0.94,3.85,602.71335,713.0018604,469.121,526.8650431,0.3995,45942.5
0.85,0.94,3.9,603.792,722.3192457,469.92,533.7486041,0.3995,45942.5
0.85,0.94,3.95,604.87065,731.636631,470.719,540.632165,0.3995,45942.5
0.85,0.94,4,605.9493,740.9540163,471.518,547.515726,0.3995,45942.5
0.86,0.93,3.8,601.71894,706.6210495,468.3844,522.0964068,0.3999,45988.5
0.86,0.93,3.85,602.79867,715.9773351,469.1842,529.0079822,0.3999,45988.5
0.86,0.93,3.9,603.8784,725.3336207,469.984,535.9195576,0.3999,45988.5
0.86,0.93,3.95,604.95813,734.6899062,470.7838,542.831133,0.3999,45988.5
0.86,0.93,4,606.03786,744.0461918,471.5836,549.7427084,0.3999,45988.5
0.8,1,3.8,601.74,693.1977963,468.4,512.5127117,0.4,46000
0.8,1,3.85,602.82,702.37624,469.2,519.2973143,0.4,46000
0.8,1,3.9,603.9,711.5546836,470,526.0819169,0.4,46000
0.8,1,3.95,604.98,720.7331273,470.8,532.8665195,0.4,46000
0.8,1,4,606.06,729.9115709,471.6,539.6511221,0.4,46000
0.87,0.92,3.8,601.78212,709.4333899,468.4312,524.1182499,0.4002,46023
0.87,0.92,3.85,602.86266,718.8269311,469.2316,531.056608,0.4002,46023
0.87,0.92,3.9,603.9432,728.2204724,470.032,537.994966,0.4002,46023
0.87,0.92,3.95,605.02374,737.6140137,470.8324,544.933324,0.4002,46023
0.87,0.92,4,606.10428,747.0075549,471.6328,551.8716821,0.4002,46023
0.88,0.91,3.8,601.82424,712.1214961,468.4624,526.0470115,0.4004,46046
0.88,0.91,3.85,602.90532,721.5506485,469.2632,533.0109204,0.4004,46046
0.88,0.91,3.9,603.9864,730.9798009,470.064,539.9748292,0.4004,46046
0.88,0.91,3.95,605.06748,740.4089533,470.8648,546.9387381,0.4004,46046
0.88,0.91,4,606.14856,749.8381057,471.6656,553.9026469,0.4004,46046
0.89,0.9,3.8,601.8453,714.6853683,468.478,527.8826916,0.4005,46057.5
0.89,0.9,3.85,602.92665,724.1484872,469.279,534.8709195,0.4005,46057.5
0.89,0.9,3.9,604.008,733.6116062,470.08,541.8591473,0.4005,46057.5
0.89,0.9,3.95,605.08935,743.0747252,470.881,548.8473751,0.4005,46057.5
0.89,0.9,4,606.1707,752.5378441,471.682,555.835603,0.4005,46057.5
0.81,0.99,3.8,601.94007,696.8312876,468.5482,515.1493197,0.40095,46109.25
0.81,0.99,3.85,603.022635,706.0578572,469.3501,521.9688408,0.40095,46109.25
0.81,0.99,3.9,604.1052,715.2844267,470.152,528.7883619,0.40095,46109.25
0.81,0.99,3.95,605.187765,724.5109962,470.9539,535.607883,0.40095,46109.25
0.81,0.99,4,606.27033,733.7375658,471.7558,542.4274041,0.40095,46109.25
0.82,0.98,3.8,602.11908,700.3405448,468.6808,517.6928463,0.4018,46207
0.82,0.98,3.85,603.20394,709.6135957,469.4844,524.5460541,0.4018,46207
0.82,0.98,3.9,604.2888,718.8866466,470.288,531.3992618,0.4018,46207
0.82,0.98,3.95,605.37366,728.1596974,471.0916,538.2524696,0.4018,46207
0.82,0.98,4,606.45852,737.4327483,471.8952,545.1056774,0.4018,46207
0.83,0.97,3.8,602.27703,703.7255679,468.7978,520.1432914,0.40255,46293.25
0.83,0.97,3.85,603.363915,713.0434556,469.6029,527.028954,0.40255,46293.25
0.83,0.97,3.9,604.4508,722.3613432,470.408,533.9146166,0.40255,46293.25
0.83,0.97,3.95,605.537685,731.6792309,471.2131,540.8002792,0.40255,46293.25
0.83,0.97,4,606.62457,740.9971185,472.0182,547.6859418,0.40255,46293.25
0.84,0.96,3.8,602.41392,706.9863569,468.8992,522.5006549,0.4032,46368
0.84,0.96,3.85,603.50256,716.3474368,469.7056,529.4175405,0.4032,46368
0.84,0.96,3.9,604.5912,725.7085166,470.512,536.3344262,0.4032,46368
0.84,0.96,3.95,605.67984,735.0695965,471.3184,543.2513118,0.4032,46368
0.84,0.96,4,606.76848,744.4306764,472.1248,550.1681974,0.4032,46368
0.85,0.95,3.8,602.52975,710.1229118,468.985,524.764937,0.40375,46431.25
0.85,0.95,3.85,603.619875,719.5255393,469.7925,531.7118138,0.40375,46431.25
0.85,0.95,3.9,604.71,728.9281668,470.6,538.6586906,0.40375,46431.25
0.85,0.95,3.95,605.800125,738.3307944,471.4075,545.6055674,0.40375,46431.25
0.85,0.95,4,606.89025,747.7334219,472.215,552.5524442,0.40375,46431.25
0.86,0.94,3.8,602.62452,713.1352325,469.0552,526.9361375,0.4042,46483
0.86,0.94,3.85,603.71586,722.5777632,469.8636,533.9117737,0.4042,46483
0.86,0.94,3.9,604.8072,732.0202938,470.672,540.8874099,0.4042,46483
0.86,0.94,3.95,605.89854,741.4628244,471.4804,547.863046,0.4042,46483
0.86,0.94,4,606.98988,750.9053551,472.2888,554.8386822,0.4042,46483
0.87,0.93,3.8,602.69823,716.0233192,469.1098,529.0142566,0.40455,46523.25
0.87,0.93,3.85,603.790515,725.5041084,469.9189,536.0174203,0.40455,46523.25
0.87,0.93,3.9,604.8828,734.9848976,470.728,543.020584,0.40455,46523.25
0.87,0.93,3.95,605.975085,744.4656867,471.5371,550.0237477,0.40455,46523.25
0.87,0.93,4,607.06737,753.9464759,472.3462,557.0269114,0.40455,46523.25
0.88,0.92,3.8,602.75088,718.7871718,469.1488,530.9992941,0.4048,46552
0.88,0.92,3.85,603.84384,728.3045749,469.9584,538.0287535,0.4048,46552
0.88,0.92,3.9,604.9368,737.8219781,470.768,545.0582129,0.4048,46552
0.88,0.92,3.95,606.02976,747.3393812,471.5776,552.0876723,0.4048,46552
0.88,0.92,4,607.12272,756.8567844,472.3872,559.1171317,0.4048,46552
0.89,0.91,3.8,602.78247,721.4267903,469.1722,532.8912502,0.40495,46569.25
0.89,0.91,3.85,603.875835,730.9791628,469.9821,539.9457734,0.40495,46569.25
0.89,0.91,3.9,604.9692,740.5315354,470.792,547.0002967,0.40495,46569.25
0.89,0.91,3.95,606.062565,750.083908,471.6019,554.05482,0.40495,46569.25
0.89,0.91,4,607.15593,759.6362805,472.4118,561.1093432,0.40495,46569.25
0.9,0.9,3.8,602.793,723.9421746,469.18,534.6901247,0.405,46575
0.81,1,3.8,602.793,702.9667391,469.18,519.7076708,0.405,46575
0.9,0.9,3.85,603.8865,733.5278721,469.99,541.76848,0.405,46575
0.81,1,3.85,603.8865,712.2745394,469.99,526.5875282,0.405,46575
0.9,0.9,3.9,604.98,743.1135695,470.8,548.8468353,0.405,46575
0.81,1,3.9,604.98,721.5823398,470.8,533.4673856,0.405,46575
0.9,0.9,3.95,606.0735,752.6992669,471.61,555.9251907,0.405,46575
0.81,1,3.95,606.0735,730.8901401,471.61,540.347243,0.405,46575
0.9,0.9,4,607.167,762.2849644,472.42,563.003546,0.405,46575
0.81,1,4,607.167,740.1979405,472.42,547.2271004,0.405,46575
0.82,0.99,3.8,602.98254,706.5517426,469.3204,522.3074733,0.4059,46678.5
0.82,0.99,3.85,604.07847,715.9070271,470.1322,529.2217622,0.4059,46678.5
0.82,0.99,3.9,605.1744,725.2623117,470.944,536.1360512,0.4059,46678.5
0.82,0.99,3.95,606.27033,734.6175962,471.7558,543.0503401,0.4059,46678.5
0.82,0.99,4,607.36626,743.9728807,472.5676,549.9646291,0.4059,46678.5
0.83,0.98,3.8,603.15102,710.012512,469.4452,524.8141943,0.4067,46770.5
0.83,0.98,3.85,604.24911,719.4136362,470.2586,531.761683,0.4067,46770.5
0.83,0.98,3.9,605.3472,728.8147603,471.072,538.7091717,0.4067,46770.5
0.83,0.98,3.95,606.44529,738.2158845,471.8854,545.6566603,0.4067,46770.5
0.83,0.98,4,607.54338,747.6170086,472.6988,552.604149,0.4067,46770.5
0.84,0.97,3.8,603.29844,713.3490473,469.5544,527.2278338,0.4074,46851
0.84,0.97,3.85,604.39842,722.7943665,470.3692,534.2072904,0.4074,46851
0.84,0.97,3.9,605.4984,732.2396857,471.184,541.186747,0.4074,46851
0.84,0.97,3.95,606.59838,741.685005,471.9988,548.1662036,0.4074,46851
0.84,0.97,4,607.69836,751.1303242,472.8136,555.1456602,0.4074,46851
0.85,0.96,3.8,603.4248,716.5613485,469.648,529.5483918,0.408,46920
0.85,0.96,3.85,604.5264,726.0492182,470.464,536.5585844,0.408,46920
0.85,0.96,3.9,605.628,735.537088,471.28,543.5687771,0.408,46920
0.85,0.96,3.95,606.7296,745.0249577,472.096,550.5789698,0.408,46920
0.85,0.96,4,607.8312,754.5128274,472.912,557.5891625,0.408,46920
0.86,0.95,3.8,603.5301,719.6494156,469.726,531.7758683,0.4085,46977.5
0.86,0.95,3.85,604.63305,729.1781913,470.543,538.8155652,0.4085,46977.5
0.86,0.95,3.9,605.736,738.7069669,471.36,545.8552621,0.4085,46977.5
0.86,0.95,3.95,606.83895,748.2357426,472.177,552.894959,0.4085,46977.5
0.86,0.95,4,607.9419,757.7645183,472.994,559.9346559,0.4085,46977.5
0.87,0.94,3.8,603.61434,722.6132486,469.7884,533.9102633,0.4089,47023.5
0.87,0.94,3.85,604.71837,732.1812856,470.6062,540.9782326,0.4089,47023.5
0.87,0.94,3.9,605.8224,741.7493227,471.424,548.0462019,0.4089,47023.5
0.87,0.94,3.95,606.92643,751.3173598,472.2418,555.1141713,0.4089,47023.5
0.87,0.94,4,608.03046,760.8853969,473.0596,562.1821406,0.4089,47023.5
0.88,0.93,3.8,603.67752,725.4528474,469.8352,535.9515767,0.4092,47058
0.88,0.93,3.85,604.78236,735.0585013,470.6536,543.0465867,0.4092,47058
0.88,0.93,3.9,605.8872,744.6641553,471.472,550.1415966,0.4092,47058
0.88,0.93,3.95,606.99204,754.2698092,472.2904,557.2366066,0.4092,47058
0.88,0.93,4,608.09688,763.8754631,473.1088,564.3316165,0.4092,47058
0.89,0.92,3.8,603.71964,728.1682122,469.8664,537.8998087,0.4094,47081
0.89,0.92,3.85,604.82502,737.8098384,470.6852,545.0206274,0.4094,47081
0.89,0.92,3.9,605.9304,747.4514646,471.504,552.1414461,0.4094,47081
0.89,0.92,3.95,607.03578,757.0930908,472.3228,559.2622648,0.4094,47081
0.89,0.92,4,608.14116,766.734717,473.1416,566.3830835,0.4094,47081
0.9,0.91,3.8,603.7407,730.7593429,469.882,539.7549592,0.4095,47092.5
0.9,0.91,3.85,604.84635,740.4352968,470.701,546.9003549,0.4095,47092.5
0.9,0.91,3.9,605.952,750.1112507,471.52,554.0457505,0.4095,47092.5
0.9,0.91,3.95,607.05765,759.7872046,472.339,561.1911461,0.4095,47092.5
0.9,0.91,4,608.1633,769.4631585,473.158,568.3365418,0.4095,47092.5
0.82,1,3.8,603.846,712.7629404,469.96,526.9221003,0.41,47150
0.82,1,3.85,604.953,722.2004586,470.78,533.8974704,0.41,47150
0.82,1,3.9,606.06,731.6379768,471.6,540.8728405,0.41,47150
0.82,1,3.95,607.167,741.075495,472.42,547.8482107,0.41,47150
0.82,1,4,608.274,750.5130132,473.24,554.8235808,0.41,47150
0.83,0.99,3.8,604.02501,716.2994561,470.0926,529.4850972,0.41085,47247.75
0.83,0.99,3.85,605.134305,725.7838167,470.9143,536.494412,0.41085,47247.75
0.83,0.99,3.9,606.2436,735.2681774,471.736,543.5037267,0.41085,47247.75
0.83,0.99,3.95,607.352895,744.7525381,472.5577,550.5130415,0.41085,47247.75
0.83,0.99,4,608.46219,754.2368988,473.3794,557.5223563,0.41085,47247.75
0.84,0.98,3.8,604.18296,719.7117377,470.2096,531.9550126,0.4116,47334
0.84,0.98,3.85,605.29428,729.2412963,471.0328,538.9970402,0.4116,47334
0.84,0.98,3.9,606.4056,738.7708549,471.856,546.0390678,0.4116,47334
0.84,0.98,3.95,607.51692,748.3004135,472.6792,553.0810953,0.4116,47334
0.84,0.98,4,608.62824,757.8299721,473.5024,560.1231229,0.4116,47334
0.85,0.97,3.8,604.31985,722.9997852,470.311,534.3318466,0.41225,47408.75
0.85,0.97,3.85,605.432925,732.5728971,471.1355,541.4053551,0.41225,47408.75
0.85,0.97,3.9,606.546,742.1460091,471.96,548.4788636,0.41225,47408.75
0.85,0.97,3.95,607.659075,751.719121,472.7845,555.5523722,0.41225,47408.75
0.85,0.97,4,608.77215,761.292233,473.609,562.6258807,0.41225,47408.75
0.86,0.96,3.8,604.43568,726.1635986,470.3968,536.615599,0.4128,47472
0.86,0.96,3.85,605.55024,735.7786193,471.2224,543.7193567,0.4128,47472
0.86,0.96,3.9,606.6648,745.3936401,472.048,550.8231144,0.4128,47472
0.86,0.96,3.95,607.77936,755.0086608,472.8736,557.926872,0.4128,47472
0.86,0.96,4,608.89392,764.6236816,473.6992,565.0306297,0.4128,47472
0.87,0.95,3.8,604.53045,729.2031779,470.467,538.8062699,0.41325,47523.75
0.87,0.95,3.85,605.646225,738.8584629,471.2935,545.9390449,0.41325,47523.75
0.87,0.95,3.9,606.762,748.5137479,472.12,553.0718199,0.41325,47523.75
0.87,0.95,3.95,607.877775,758.1690329,472.9465,560.2045949,0.41325,47523.75
0.87,0.95,4,608.99355,767.8243179,473.773,567.3373699,0.41325,47523.75
0.88,0.94,3.8,604.60416,732.1185231,470.5216,540.9038594,0.4136,47564
0.88,0.94,3.85,605.72088,741.8124278,471.3488,548.0644198,0.4136,47564
0.88,0.94,3.9,606.8376,751.5063324,472.176,555.2249803,0.4136,47564
0.88,0.94,3.95,607.95432,761.2002371,473.0032,562.3855408,0.4136,47564
0.88,0.94,4,609.07104,770.8941418,473.8304,569.5461013,0.4136,47564
0.89,0.93,3.8,604.65681,734.9096342,470.5606,542.9083673,0.41385,47592.75
0.89,0.93,3.85,605.774205,744.640514,471.3883,550.0954814,0.41385,47592.75
0.89,0.93,3.9,606.8916,754.3713938,472.216,557.2825956,0.41385,47592.75
0.89,0.93,3.95,608.008995,764.1022736,473.0437,564.4697097,0.41385,47592.75
0.89,0.93,4,609.12639,773.8331534,473.8714,571.6568238,0.41385,47592.75
0.9,0.92,3.8,604.6884,737.5765112,470.584,544.8197937,0.414,47610
0.9,0.92,3.85,605.8062,747.3427215,471.412,552.0322297,0.414,47610
0.9,0.92,3.9,606.924,757.1089319,472.24,559.2446656,0.414,47610
0.9,0.92,3.95,608.0418,766.8751422,473.068,566.4571016,0.414,47610
0.9,0.92,4,609.1596,776.6413526,473.896,573.6695376,0.414,47610
0.91,0.91,3.8,604.69893,740.1191541,470.5918,546.6381386,0.41405,47615.75
0.91,0.91,3.85,605.816865,749.9190504,471.4199,553.8746646,0.41405,47615.75
0.91,0.91,3.9,606.9348,759.7189468,472.248,561.1111906,0.41405,47615.75
0.91,0.91,3.95,608.052735,769.5188431,473.0761,568.3477165,0.41405,47615.75
0.91,0.91,4,609.17067,779.3187395,473.9042,575.5842425,0.41405,47615.75
0.83,1,3.8,604.899,722.5864002,470.74,534.1560001,0.415,47725
0.83,1,3.85,606.0195,732.1539973,471.57,541.227141,0.415,47725
0.83,1,3.9,607.14,741.7215945,472.4,548.2982818,0.415,47725
0.83,1,3.95,608.2605,751.2891917,473.23,555.3694227,0.415,47725
0.83,1,4,609.381,760.8567889,474.06,562.4405635,0.415,47725
0.84,0.99,3.8,605.06748,726.0744281,470.8648,536.6821915,0.4158,47817
0.84,0.99,3.85,606.19014,735.688226,471.6964,543.78679,0.4158,47817
0.84,0.99,3.9,607.3128,745.302024,472.528,550.8913886,0.4158,47817
0.84,0.99,3.95,608.43546,754.9158219,473.3596,557.9959871,0.4158,47817
0.84,0.99,4,609.55812,764.5296199,474.1912,565.1005856,0.4158,47817
0.85,0.98,3.8,605.2149,729.4382219,470.974,539.1153014,0.4165,47897.5
0.85,0.98,3.85,606.33945,739.0965761,471.807,546.2521258,0.4165,47897.5
0.85,0.98,3.9,607.464,748.7549302,472.64,553.3889502,0.4165,47897.5
0.85,0.98,3.95,608.58855,758.4132844,473.473,560.5257746,0.4165,47897.5
0.85,0.98,4,609.7131,768.0716385,474.306,567.662599,0.4165,47897.5
0.86,0.97,3.8,605.34126,732.6777816,471.0676,541.4553297,0.4171,47966.5
0.86,0.97,3.85,606.46743,742.3790474,471.9018,548.6231482,0.4171,47966.5
0.86,0.97,3.9,607.5936,752.0803132,472.736,555.7909666,0.4171,47966.5
0.86,0.97,3.95,608.71977,761.781579,473.5702,562.958785,0.4171,47966.5
0.86,0.97,4,609.84594,771.4828449,474.4044,570.1266035,0.4171,47966.5
0.87,0.96,3.8,605.44656,735.7931072,471.1456,543.7022766,0.4176,48024
0.87,0.96,3.85,606.57408,745.5356401,471.9808,550.8998572,0.4176,48024
0.87,0.96,3.9,607.7016,755.278173,472.816,558.0974379,0.4176,48024
0.87,0.96,3.95,608.82912,765.0207059,473.6512,565.2950185,0.4176,48024
0.87,0.96,4,609.95664,774.7632388,474.4864,572.4925992,0.4176,48024
0.88,0.95,3.8,605.5308,738.7841987,471.208,545.856142,0.418,48070
0.88,0.95,3.85,606.6594,748.5663542,472.044,553.082253,0.418,48070
0.88,0.95,3.9,607.788,758.3485096,472.88,560.308364,0.418,48070
0.88,0.95,3.95,608.9166,768.130665,473.716,567.534475,0.418,48070
0.88,0.95,4,610.0452,777.9128205,474.552,574.760586,0.418,48070
0.89,0.94,3.8,605.59398,741.6510562,471.2548,547.9169258,0.4183,48104.5
0.89,0.94,3.85,606.72339,751.4711896,472.0914,555.1703354,0.4183,48104.5
0.89,0.94,3.9,607.8528,761.291323,472.928,562.423745,0.4183,48104.5
0.89,0.94,3.95,608.98221,771.1114564,473.7646,569.6771545,0.4183,48104.5
0.89,0.94,4,610.11162,780.9315898,474.6012,576.9305641,0.4183,48104.5
0.9,0.93,3.8,605.6361,744.3936795,471.286,549.8846282,0.4185,48127.5
0.9,0.93,3.85,606.76605,754.2501463,472.123,557.1641045,0.4185,48127.5
0.9,0.93,3.9,607.896,764.1066131,472.96,564.4435808,0.4185,48127.5
0.9,0.93,3.95,609.02595,773.9630799,473.797,571.7230571,0.4185,48127.5
0.9,0.93,4,610.1559,783.8195467,474.634,579.0025334,0.4185,48127.5
0.91,0.92,3.8,605.65716,747.0120687,471.3016,551.7592491,0.4186,48139
0.91,0.92,3.85,606.78738,756.9032243,472.1388,559.0635602,0.4186,48139
0.91,0.92,3.9,607.9176,766.79438,472.976,566.3678714,0.4186,48139
0.91,0.92,3.95,609.04782,776.6855357,473.8132,573.6721826,0.4186,48139
0.91,0.92,4,610.17804,786.5766913,474.6504,580.9764938,0.4186,48139
0.84,1,3.8,605.952,732.4371185,471.52,541.4093703,0.42,48300
0.84,1,3.85,607.086,742.1351558,472.36,548.5765398,0.42,48300
0.84,1,3.9,608.22,751.8331931,473.2,555.7437094,0.42,48300
0.84,1,3.95,609.354,761.5312304,474.04,562.9108789,0.42,48300
0.84,1,4,610.488,771.2292677,474.88,570.0780484,0.42,48300
0.85,0.99,3.8,606.10995,735.8766586,471.637,543.8987562,0.42075,48386.25
0.85,0.99,3.85,607.245975,745.620255,472.4785,551.0988964,0.42075,48386.25
0.85,0.99,3.9,608.382,755.3638514,473.32,558.2990367,0.42075,48386.25
0.85,0.99,3.95,609.518025,765.1074477,474.1615,565.4991769,0.42075,48386.25
0.85,0.99,4,610.65405,774.8510441,475.003,572.6993172,0.42075,48386.25
0.86,0.98,3.8,606.24684,739.1919646,471.7384,546.2950605,0.4214,48461
0.86,0.98,3.85,607.38462,748.9794755,472.5812,553.5269397,0.4214,48461
0.86,0.98,3.9,608.5224,758.7669864,473.424,560.7588188,0.4214,48461
0.86,0.98,3.95,609.66018,768.5544973,474.2668,567.990698,0.4214,48461
0.86,0.98,4,610.79796,778.3420081,475.1096,575.2225772,0.4214,48461
0.87,0.97,3.8,606.36267,742.3830366,471.8242,548.5982833,0.42195,48524.25
